ARMAS MEDIOS;DEPARTAMENTO;MUNICIPIO;FECHA HECHO;DELITO ;GENERO;AGRUPA EDAD PERSONA;CODIGO DANE;CANTIDAD
CONTUNDENTES;VALLE;CALI (CT);16/10/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;MASCULINO;MENORES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);16/10/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;MENORES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);17/10/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);18/10/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);18/10/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);20/10/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);21/10/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);21/10/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);21/10/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);22/10/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;76001000;2
CONTUNDENTES;VALLE;CALI (CT);22/10/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);22/10/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);22/10/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);23/10/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);24/10/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);24/10/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);25/10/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);26/10/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);26/10/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);26/10/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);26/10/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;MASCULINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);27/10/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;MENORES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);29/10/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);1/11/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);1/11/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);1/11/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;MASCULINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);2/11/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);3/11/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);4/11/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);5/11/2020;ARTÍCULO 218. PORNOGRAFÍA CON MENORES;FEMENINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);5/11/2020;ARTÍCULO 218. PORNOGRAFÍA CON MENORES;FEMENINO;MENORES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);5/11/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;76001000;2
CONTUNDENTES;VALLE;CALI (CT);5/11/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);5/11/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);5/11/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;MASCULINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);6/11/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);6/11/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;MENORES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);6/11/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);7/11/2020;ARTÍCULO 218. PORNOGRAFÍA CON MENORES;FEMENINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);7/11/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);8/11/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);8/11/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);8/11/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;MASCULINO;ADOLESCENTES;76001000;2
CONTUNDENTES;VALLE;CALI (CT);9/11/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;MASCULINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);9/11/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;MASCULINO;MENORES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);10/11/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;76001000;2
CONTUNDENTES;VALLE;CALI (CT);11/11/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;MASCULINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);12/11/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);13/11/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);13/11/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;76001000;2
CONTUNDENTES;VALLE;CALI (CT);14/11/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);15/11/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);15/11/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);16/11/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);17/11/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);17/11/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;MENORES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);18/11/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);18/11/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);19/11/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);21/11/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;MASCULINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);23/11/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);24/11/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);24/11/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;MASCULINO;MENORES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);27/11/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);27/11/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;MENORES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);27/11/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);27/11/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;MASCULINO;MENORES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);29/11/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);30/11/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);30/11/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;MASCULINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);1/12/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);1/12/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);2/12/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;MENORES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);3/12/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);4/12/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;MASCULINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);8/12/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);10/12/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;MASCULINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);11/12/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);14/12/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);17/12/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);19/12/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);20/12/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);20/12/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);20/12/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);21/12/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);21/12/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);23/12/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);23/12/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);24/12/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);25/12/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);26/12/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);27/12/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);27/12/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADOLESCENTES;76001000;2
CONTUNDENTES;VALLE;CALI (CT);27/12/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);28/12/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);28/12/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);30/12/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);31/12/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALIMA;3/01/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;MENORES;76126000;1
CONTUNDENTES;VALLE;CALIMA;3/01/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;MASCULINO;MENORES;76126000;1
CONTUNDENTES;VALLE;CALIMA;13/01/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;76126000;1
CONTUNDENTES;VALLE;CALIMA;1/02/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;76126000;1
CONTUNDENTES;VALLE;CALIMA;4/02/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADOLESCENTES;76126000;1
CONTUNDENTES;VALLE;CALIMA;3/03/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADOLESCENTES;76126000;1
CONTUNDENTES;VALLE;CALIMA;7/03/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;76126000;1
CONTUNDENTES;VALLE;CALIMA;9/03/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;MENORES;76126000;1
CONTUNDENTES;VALLE;CALIMA;17/08/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;76126000;1
CONTUNDENTES;VALLE;CANDELARIA;7/02/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;76130000;1
CONTUNDENTES;VALLE;CANDELARIA;28/02/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;76130000;1
CONTUNDENTES;VALLE;CANDELARIA;1/04/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADULTOS;76130000;1
CONTUNDENTES;VALLE;CANDELARIA;30/04/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;76130000;1
CONTUNDENTES;VALLE;CANDELARIA;17/06/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;76130000;1
CONTUNDENTES;VALLE;CANDELARIA;15/07/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76130000;1
CONTUNDENTES;VALLE;CANDELARIA;6/08/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;MASCULINO;ADOLESCENTES;76130000;1
CONTUNDENTES;VALLE;CANDELARIA;19/08/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADOLESCENTES;76130000;1
CONTUNDENTES;VALLE;CANDELARIA;20/08/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76130000;1
CONTUNDENTES;VALLE;CANDELARIA;11/09/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76130000;1
CONTUNDENTES;VALLE;CANDELARIA;12/09/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76130000;1
CONTUNDENTES;VALLE;CANDELARIA;23/09/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;76130000;1
CONTUNDENTES;VALLE;CANDELARIA;9/10/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;MENORES;76130000;1
CONTUNDENTES;VALLE;CARTAGO;1/01/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;76147000;1
CONTUNDENTES;VALLE;CARTAGO;3/01/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;76147000;1
CONTUNDENTES;VALLE;CARTAGO;23/01/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;MASCULINO;ADOLESCENTES;76147000;1
CONTUNDENTES;VALLE;CARTAGO;1/02/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76147000;1
CONTUNDENTES;VALLE;CARTAGO;23/02/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADULTOS;76147000;1
CONTUNDENTES;VALLE;CARTAGO;6/05/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;76147000;1
CONTUNDENTES;VALLE;CARTAGO;19/05/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADOLESCENTES;76147000;1
CONTUNDENTES;VALLE;CARTAGO;24/05/2020;ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR;FEMENINO;MENORES;76147000;1
CONTUNDENTES;VALLE;CARTAGO;7/06/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;MASCULINO;ADULTOS;76147000;1
CONTUNDENTES;VALLE;CARTAGO;10/06/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76147000;1
CONTUNDENTES;VALLE;CARTAGO;26/07/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;76147000;2
CONTUNDENTES;VALLE;CARTAGO;29/07/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;76147000;1
CONTUNDENTES;VALLE;CARTAGO;27/08/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76147000;1
CONTUNDENTES;VALLE;CARTAGO;29/08/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;76147000;1
CONTUNDENTES;VALLE;CARTAGO;1/09/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;76147000;1
CONTUNDENTES;VALLE;CARTAGO;3/09/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;MENORES;76147000;1
CONTUNDENTES;VALLE;CARTAGO;17/09/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;76147000;1
CONTUNDENTES;VALLE;CARTAGO;24/09/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;76147000;1
CONTUNDENTES;VALLE;CARTAGO;24/09/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;MASCULINO;ADULTOS;76147000;1
CONTUNDENTES;VALLE;CARTAGO;28/09/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;MASCULINO;MENORES;76147000;1
CONTUNDENTES;VALLE;CARTAGO;1/10/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADULTOS;76147000;1
CONTUNDENTES;VALLE;CARTAGO;4/10/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;MENORES;76147000;1
CONTUNDENTES;VALLE;CARTAGO;5/12/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;76147000;1
CONTUNDENTES;VALLE;CARTAGO;12/12/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76147000;1
CONTUNDENTES;VALLE;CARTAGO;29/12/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;76147000;1
CONTUNDENTES;VALLE;DAGUA;15/02/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76233000;1
CONTUNDENTES;VALLE;DAGUA;6/03/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;76233000;2
CONTUNDENTES;VALLE;DAGUA;26/06/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;MENORES;76233000;1
CONTUNDENTES;VALLE;DAGUA;8/07/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;76233000;1
CONTUNDENTES;VALLE;DAGUA;26/07/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76233000;1
CONTUNDENTES;VALLE;DAGUA;7/08/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;76233000;1
CONTUNDENTES;VALLE;DAGUA;7/08/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;76233000;1
CONTUNDENTES;VALLE;DAGUA;16/08/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;76233000;1
CONTUNDENTES;VALLE;DAGUA;17/08/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76233000;1
CONTUNDENTES;VALLE;DAGUA;2/09/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;MASCULINO;ADOLESCENTES;76233000;1
CONTUNDENTES;VALLE;DAGUA;6/09/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADULTOS;76233000;1
CONTUNDENTES;VALLE;DAGUA;20/09/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;76233000;1
