ARMAS_MEDIOS;DEPARTAMENTO ;MUNICIPIO ;FECHA ;DELITO ;GENERO;*AGRUPA_EDAD_PERSONA;CODIGO_DANE;CANTIDAD 
SIN EMPLEO DE ARMAS;CASANARE;VILLANUEVA;02/09/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;85440000;1
SIN EMPLEO DE ARMAS;CASANARE;VILLANUEVA;02/09/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADULTOS;85440000;1
SIN EMPLEO DE ARMAS;CASANARE;VILLANUEVA;02/09/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;ADULTOS;85440000;2
SIN EMPLEO DE ARMAS;CASANARE;VILLANUEVA;02/09/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;MENORES;85440000;2
SIN EMPLEO DE ARMAS;CASANARE;VILLANUEVA;10/09/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;MENORES;85440000;1
SIN EMPLEO DE ARMAS;CASANARE;VILLANUEVA;29/09/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85440000;1
SIN EMPLEO DE ARMAS;CASANARE;VILLANUEVA;26/10/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;MENORES;85440000;1
SIN EMPLEO DE ARMAS;CASANARE;VILLANUEVA;27/10/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;MENORES;85440000;1
SIN EMPLEO DE ARMAS;CASANARE;VILLANUEVA;01/11/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85440000;1
SIN EMPLEO DE ARMAS;CASANARE;VILLANUEVA;17/11/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADULTOS;85440000;1
SIN EMPLEO DE ARMAS;CASANARE;VILLANUEVA;15/12/2022;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADULTOS;85440000;1
SIN EMPLEO DE ARMAS;CASANARE;VILLANUEVA;17/12/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;85440000;1
SIN EMPLEO DE ARMAS;CASANARE;VILLANUEVA;28/12/2022;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADULTOS;85440000;1
SIN EMPLEO DE ARMAS;CASANARE;VILLANUEVA;29/12/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;85440000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);01/01/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);01/01/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);11/01/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);11/01/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);11/01/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);11/01/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);15/01/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;2
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);21/01/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);06/02/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);12/02/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);14/02/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);16/02/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;MASCULINO;ADULTOS;85001000;2
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);17/02/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);19/02/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);28/02/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);04/03/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);04/03/2022;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADULTOS;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);09/03/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADULTOS;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);15/03/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);22/03/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);02/04/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);07/04/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);09/04/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);18/04/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);18/04/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);20/04/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);28/04/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;MASCULINO;ADULTOS;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);30/04/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);02/05/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);07/05/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);08/05/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);08/05/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);10/05/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);21/05/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);27/05/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);04/06/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);09/06/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);09/06/2022;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADULTOS;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);25/06/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);05/07/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);05/07/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);09/07/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);16/07/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);25/07/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);29/07/2022;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADULTOS;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);30/07/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);01/08/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);01/08/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);09/08/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);28/08/2022;ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR;MASCULINO;ADULTOS;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);10/09/2022;ARTÍCULO 218. PORNOGRAFÍA CON MENORES;FEMENINO;ADOLESCENTES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);13/09/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);13/09/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);24/09/2022;ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR;FEMENINO;ADULTOS;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);25/09/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;MASCULINO;ADULTOS;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);27/09/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);01/10/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);01/10/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;ADULTOS;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);12/10/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);15/10/2022;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADULTOS;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);01/11/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);05/11/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);07/11/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);14/11/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);14/11/2022;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADULTOS;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);30/11/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;ADOLESCENTES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);22/12/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);29/12/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CAUCA;ALMAGUER;31/01/2022;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADULTOS;19022000;1
SIN EMPLEO DE ARMAS;CAUCA;ALMAGUER;25/02/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADULTOS;19022000;1
SIN EMPLEO DE ARMAS;CAUCA;ALMAGUER;21/11/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;19022000;1
SIN EMPLEO DE ARMAS;CAUCA;ARGELIA;02/01/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19050000;1
SIN EMPLEO DE ARMAS;CAUCA;ARGELIA;07/01/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19050000;1
SIN EMPLEO DE ARMAS;CAUCA;ARGELIA;20/01/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19050000;2
SIN EMPLEO DE ARMAS;CAUCA;ARGELIA;12/04/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;19050000;1
SIN EMPLEO DE ARMAS;CAUCA;ARGELIA;24/04/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19050000;1
SIN EMPLEO DE ARMAS;CAUCA;ARGELIA;13/06/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19050000;1
SIN EMPLEO DE ARMAS;CAUCA;ARGELIA;18/09/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19050000;1
SIN EMPLEO DE ARMAS;CAUCA;ARGELIA;01/11/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19050000;2
SIN EMPLEO DE ARMAS;CAUCA;ARGELIA;01/11/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;MENORES;19050000;1
SIN EMPLEO DE ARMAS;CAUCA;ARGELIA;11/11/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19050000;1
SIN EMPLEO DE ARMAS;CAUCA;ARGELIA;11/11/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;19050000;1
SIN EMPLEO DE ARMAS;CAUCA;ARGELIA;24/11/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19050000;2
SIN EMPLEO DE ARMAS;CAUCA;ARGELIA;24/11/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;19050000;1
SIN EMPLEO DE ARMAS;CAUCA;ARGELIA;13/12/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19050000;1
SIN EMPLEO DE ARMAS;CAUCA;BALBOA;07/03/2022;ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR;FEMENINO;ADOLESCENTES;19075000;1
SIN EMPLEO DE ARMAS;CAUCA;BOLÍVAR;01/01/2022;ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR;FEMENINO;ADULTOS;19100000;1
SIN EMPLEO DE ARMAS;CAUCA;BOLÍVAR;13/01/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19100000;1
SIN EMPLEO DE ARMAS;CAUCA;BOLÍVAR;13/01/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;ADULTOS;19100000;1
SIN EMPLEO DE ARMAS;CAUCA;BOLÍVAR;03/06/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19100000;1
SIN EMPLEO DE ARMAS;CAUCA;BOLÍVAR;16/06/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19100000;1
SIN EMPLEO DE ARMAS;CAUCA;BOLÍVAR;05/07/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19100000;1
SIN EMPLEO DE ARMAS;CAUCA;BOLÍVAR;29/07/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;19100000;1
SIN EMPLEO DE ARMAS;CAUCA;BOLÍVAR;04/08/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19100000;1
SIN EMPLEO DE ARMAS;CAUCA;BOLÍVAR;14/08/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19100000;1
SIN EMPLEO DE ARMAS;CAUCA;BUENOS AIRES;20/02/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;19110000;1
SIN EMPLEO DE ARMAS;CAUCA;BUENOS AIRES;20/02/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;MASCULINO;ADULTOS;19110000;1
SIN EMPLEO DE ARMAS;CAUCA;BUENOS AIRES;28/02/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19110000;1
SIN EMPLEO DE ARMAS;CAUCA;BUENOS AIRES;12/07/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19110000;1
SIN EMPLEO DE ARMAS;CAUCA;BUENOS AIRES;11/08/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19110000;1
SIN EMPLEO DE ARMAS;CAUCA;BUENOS AIRES;07/09/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;ADOLESCENTES;19110000;1
SIN EMPLEO DE ARMAS;CAUCA;BUENOS AIRES;19/12/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;19110000;1
SIN EMPLEO DE ARMAS;CAUCA;CAJIBÍO;20/01/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19130000;1
SIN EMPLEO DE ARMAS;CAUCA;CAJIBÍO;01/02/2022;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;MENORES;19130000;1
SIN EMPLEO DE ARMAS;CAUCA;CAJIBÍO;06/02/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19130000;2
SIN EMPLEO DE ARMAS;CAUCA;CAJIBÍO;08/02/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;19130000;1
SIN EMPLEO DE ARMAS;CAUCA;CAJIBÍO;13/02/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19130000;1
SIN EMPLEO DE ARMAS;CAUCA;CAJIBÍO;21/02/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19130000;1
SIN EMPLEO DE ARMAS;CAUCA;CAJIBÍO;22/02/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;19130000;1
SIN EMPLEO DE ARMAS;CAUCA;CAJIBÍO;07/03/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;19130000;1
SIN EMPLEO DE ARMAS;CAUCA;CAJIBÍO;14/03/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;19130000;1
SIN EMPLEO DE ARMAS;CAUCA;CAJIBÍO;20/03/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;19130000;1
SIN EMPLEO DE ARMAS;CAUCA;CAJIBÍO;25/03/2022;ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR;FEMENINO;ADULTOS;19130000;1
SIN EMPLEO DE ARMAS;CAUCA;CAJIBÍO;07/04/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;19130000;1
SIN EMPLEO DE ARMAS;CAUCA;CAJIBÍO;08/04/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;19130000;1
SIN EMPLEO DE ARMAS;CAUCA;CAJIBÍO;03/05/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19130000;1
SIN EMPLEO DE ARMAS;CAUCA;CAJIBÍO;01/06/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19130000;1
SIN EMPLEO DE ARMAS;CAUCA;CAJIBÍO;06/07/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;19130000;1
SIN EMPLEO DE ARMAS;CAUCA;CAJIBÍO;22/07/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;19130000;1
SIN EMPLEO DE ARMAS;CAUCA;CAJIBÍO;31/07/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19130000;1
SIN EMPLEO DE ARMAS;CAUCA;CAJIBÍO;02/09/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;19130000;1
SIN EMPLEO DE ARMAS;CAUCA;CAJIBÍO;08/09/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADULTOS;19130000;1
SIN EMPLEO DE ARMAS;CAUCA;CAJIBÍO;08/09/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;ADULTOS;19130000;1
SIN EMPLEO DE ARMAS;CAUCA;CAJIBÍO;12/09/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;19130000;1
SIN EMPLEO DE ARMAS;CAUCA;CAJIBÍO;24/09/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;ADOLESCENTES;19130000;1
SIN EMPLEO DE ARMAS;CAUCA;CAJIBÍO;01/10/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;19130000;1
