ARMAS_MEDIOS;DEPARTAMENTO ;MUNICIPIO ;FECHA ;DELITO ;GENERO;*AGRUPA_EDAD_PERSONA;CODIGO_DANE;CANTIDAD 
ARMA BLANCA / CORTOPUNZANTE;AMAZONAS;LETICIA (CT);05/02/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;91001000;1
ARMA BLANCA / CORTOPUNZANTE;AMAZONAS;LETICIA (CT);01/03/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;91001000;1
ARMA BLANCA / CORTOPUNZANTE;AMAZONAS;LETICIA (CT);15/03/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;91001000;1
ARMA BLANCA / CORTOPUNZANTE;AMAZONAS;LETICIA (CT);31/07/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;91001000;1
ARMA BLANCA / CORTOPUNZANTE;AMAZONAS;PUERTO NARIÑO;11/05/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;91540000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;ALEJANDRÍA;13/05/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05021000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;AMAGÁ;03/03/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;MASCULINO;ADOLESCENTES;05030000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;AMAGÁ;31/05/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;MENORES;05030000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;ANDES;15/05/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05034000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;ANGOSTURA;10/10/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;05038000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;ANORÍ;09/07/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;MENORES;05040000;2
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;APARTADÓ;25/02/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;05045000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;APARTADÓ;23/03/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;MENORES;05045000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;BELLO;23/01/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05088000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;BELLO;07/02/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;05088000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;BELLO;13/02/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05088000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;BELLO;09/07/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05088000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;BELLO;01/08/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05088000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;BELLO;28/09/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;05088000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;BELLO;20/10/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;05088000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;BELLO;24/10/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;05088000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;BELLO;13/12/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05088000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;BETANIA;18/03/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;MASCULINO;MENORES;05091000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;BETANIA;22/07/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05091000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;BETANIA;22/07/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;MENORES;05091000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;CALDAS;03/01/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;05129000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;CALDAS;19/01/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05129000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;CALDAS;08/10/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;05129000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;CALDAS;14/10/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;05129000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;CALDAS;04/11/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;MASCULINO;ADULTOS;05129000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;CAREPA;01/01/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05147000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;CAREPA;07/03/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05147000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;CAREPA;17/06/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;05147000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;CAREPA;27/06/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;05147000;2
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;CAROLINA;22/05/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;MASCULINO;ADOLESCENTES;05150000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;CAUCASIA;24/02/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;05154000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;CAUCASIA;10/06/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05154000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;CAUCASIA;04/09/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05154000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;CAUCASIA;03/10/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;05154000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;CAUCASIA;04/12/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05154000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;CHIGORODÓ;21/09/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05172000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;CIUDAD BOLÍVAR;03/07/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;05101000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;CIUDAD BOLÍVAR;10/09/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;MASCULINO;ADOLESCENTES;05101000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;CIUDAD BOLÍVAR;15/10/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;05101000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;CONCORDIA;12/10/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05209000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;COPACABANA;07/03/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05212000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;COPACABANA;01/10/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05212000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;COPACABANA;18/10/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05212000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;DON MATÍAS;19/10/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05237000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;EBÉJICO;02/01/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05240000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;EL BAGRE;22/05/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;05250000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;EL CARMEN DE VIBORAL;18/03/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05148000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;EL CARMEN DE VIBORAL;18/03/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;MENORES;05148000;2
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;EL CARMEN DE VIBORAL;23/03/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;05148000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;EL CARMEN DE VIBORAL;05/09/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05148000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;EL CARMEN DE VIBORAL;11/10/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05148000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;EL CARMEN DE VIBORAL;15/11/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05148000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;EL SANTUARIO;11/01/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05697000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;EL SANTUARIO;21/04/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;05697000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;EL SANTUARIO;11/05/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;05697000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;EL SANTUARIO;07/08/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05697000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;EL SANTUARIO;08/11/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;05697000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;ENVIGADO;22/01/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;05266000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;ENVIGADO;14/10/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05266000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;FREDONIA;16/05/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05282000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;FRONTINO;27/03/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;05284000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;GIRALDO;14/04/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADULTOS;05306000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;GIRALDO;06/05/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;05306000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;GIRARDOTA;03/10/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05308000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;GRANADA;13/04/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;05313000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;GUARNE;30/01/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05318000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;GUATAPÉ;13/03/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05321000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;ITAGUI;17/01/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;MASCULINO;ADULTOS;05360000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;ITAGUI;07/02/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05360000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;ITAGUI;16/04/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05360000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;ITAGUI;24/09/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05360000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;ITAGUI;03/10/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;MASCULINO;ADULTOS;05360000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;ITAGUI;05/10/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;MENORES;05360000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;ITAGUI;10/11/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05360000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;LA CEJA;30/04/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05376000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;LA UNIÓN;10/09/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05400000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;LIBORINA;27/06/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;05411000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MARINILLA;19/08/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05440000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);02/01/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);20/01/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);30/01/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);01/02/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);09/02/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);10/02/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);10/02/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);12/02/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);13/02/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05001000;2
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);14/02/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);26/02/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);05/03/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);25/03/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);04/04/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);15/04/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);17/04/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);02/05/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);03/05/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);07/05/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);14/05/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);23/05/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);07/06/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;MASCULINO;ADOLESCENTES;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);10/06/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);30/06/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);03/07/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);31/07/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);03/08/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;05001000;2
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);09/08/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);03/09/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);14/09/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);10/10/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);16/10/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;MASCULINO;ADULTOS;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);20/10/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);21/10/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);24/10/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);26/10/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;MENORES;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);21/11/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;MASCULINO;ADOLESCENTES;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);03/12/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);08/12/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);13/12/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);14/12/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);19/12/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;MENORES;05001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;NECHÍ;15/07/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05495000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;NECOCLÍ;20/08/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;05490000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;NECOCLÍ;10/09/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;05490000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;PEQUE;09/08/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05543000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;PUEBLORRICO;07/01/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;MASCULINO;ADOLESCENTES;05576000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;PUERTO BERRÍO;16/03/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05579000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;PUERTO TRIUNFO;05/09/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;MASCULINO;ADULTOS;05591000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;PUERTO TRIUNFO;01/10/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05591000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;REMEDIOS;20/08/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05604000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;RETIRO;14/04/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05607000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;RETIRO;27/07/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;MENORES;05607000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;RIONEGRO;04/04/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;MENORES;05615000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;RIONEGRO;11/04/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;05615000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;RIONEGRO;01/06/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;05615000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;RIONEGRO;04/06/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;05615000;1
